Page Number,Text,Company_Type,City,Company_Name,Address,Building,Full_Address,Latitude,Longitude
3,"M. S. Lurlte  Son, 15 Court Square",Real Estate,Boston,"M. S. Lurlte  Son,",15 Court Square,,"15 Court Square, Boston",42.3582417,-71.05866557949122
3,"J. H. Lyons, 16 State",Real Estate,Boston,"J. H. Lyons,",16 State,,"16 State, Boston",-37.8157151,145.0777572
3,"C. H. Lytthans, Dorchester",Real Estate,Boston,"C. H. Lytthans, Dorchester",,,,,
3,"MacCory  Burns, 735 Old South building.",Real Estate,Boston,"MacCory  Burns, 735 Old South building.",, 735 Old South building," 735 Old South building, Boston",,
3,"Wee, M. McCoy  Sons, 163 Milk",Real Estate,Boston,"Wee, M. McCoy  Sons,",163 Milk,,"163 Milk, Boston",42.3578158,-71.05404329999999
3,"McDonald, 96 Mlk",Real Estate,Boston,"McDonald,",96 Mlk,,"96 Mlk, Boston",,
3,"MeDonnid  Hester, 815 Tremont",Real Estate,Boston,"MeDonnid  Hester,",815 Tremont,,"815 Tremont, Boston",42.33813385714286,-71.08271028571428
3,"Thos. O. McEnaney, East Boston",Real Estate,Boston,"Thos. O. McEnaney, East Boston",,,,,
3,"McGowan  Bilis, 16 State",Real Estate,Boston,"McGowan  Bilis,",16 State,,"16 State, Boston",-37.8157151,145.0777572
3,"oe P. MacLellan, 288 Roxbury",Real Estate,Boston,"oe P. MacLellan,",288 Roxbury,,"288 Roxbury, Boston",42.3301979,-71.0947029944762
3,Ss. Hacreld. 181 Tremo,Real Estate,Boston,Ss. Hacreld.,181 Tremo,,"181 Tremo, Boston",,
3,"wm F. Macy, 1161 Old South building.",Real Estate,Boston,"wm F. Macy, 1161 Old South building.",, 1161 Old South building," 1161 Old South building, Boston",,
3,Frank Maguire. 10 Tremont,Real Estate,Boston,Frank Maguire.,10 Tremont,,"10 Tremont, Boston",42.3766397,-71.0592136
3,"Garden R. Hathaway, Marblehead, Mass",Real Estate,Boston,"Garden R. Hathaway, Marblehead, Mass",,,,,
3,"Chas. H. Marcy, 101 Tremont",Real Estate,Boston,"Chas. H. Marcy,",101 Tremont,,"101 Tremont, Boston",42.3572206,-71.0610355
3,"L, Marks, 284 Maas. ave.",Real Estate,Boston,"L, Marks,",284 Maas. ave.,,"284 Maas. ave., Boston",,
3,"Mass. Wharf Trust, Inc, 388 Kilby",Real Estate,Boston,"Mass. Wharf Trust, Inc,",388 Kilby,,"388 Kilby, Boston",42.35749333875688,-71.05509623407065
3,"M. Everett Mathes, 293 Washin ton",Real Estate,Boston,"M. Everett Mathes,",293 Washin ton,,"293 Washin ton, Boston",,
3,"J. V. McCarthy, 1123 -Old South building.",Real Estate,Boston,"J. V. McCarthy, 1123 -Old South building.",, 1123 -Old South building," 1123 -Old South building, Boston",,
3,"Plerce L. McCarthy, 18 Tremont",Real Estate,Boston,"Plerce L. McCarthy,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
3,"James J. McCarty, Mattapan",Real Estate,Boston,"James J. McCarty, Mattapan",,,,,
3,"Thomus McCormick, 835 Dorch. ave.",Real Estate,Boston,"Thomus McCormick,",835 Dorch. ave.,,"835 Dorch. ave., Boston",,
3,"A. C. MacKay, 376 Col. ave.",Real Estate,Boston,"A. C. MacKay,",376 Col. ave.,,"376 Col. ave., Boston",,
4,ISTON—Continued.,Real Estate,Boston,ISTON—Continued.,,,,,
4,"Mason  Bissel Co., 12 Clarendon",Real Estate,Boston,"Mason  Bissel Co.,",12 Clarendon,,"12 Clarendon, Boston",42.278457249999995,-71.12781708333334
4,"Mass. Real state Co., 20 Beacon",Real Estate,Boston,"Mass. Real state Co.,",20 Beacon,,"20 Beacon, Boston",42.357776799999996,-71.06266720978869
4,"Mass, Real Estate Exchange, 16 State",Real Estate,Boston,"Mass, Real Estate Exchange,",16 State,,"16 State, Boston",-37.8157151,145.0777572
4,"D. M. Marrison, 331 Old South building.",Real Estate,Boston,"D. M. Marrison, 331 Old South building.",, 331 Old South building," 331 Old South building, Boston",,
4,"Frederick E. Martin, 1374 Washington",Real Estate,Boston,"Frederick E. Martin,",1374 Washington,,"1374 Washington, Boston",45.5153672,-122.837946
4,"Ernest L. Mason, 1102 Tremont",Real Estate,Boston,"Ernest L. Mason,",1102 Tremont,,"1102 Tremont, Boston",42.33555597766159,-71.08755193119823
4,"Frank 88 Mason, 3 Dexter Row",Real Estate,Boston,Frank,"88 Mason, 3 Dexter Row",,"88 Mason, 3 Dexter Row, Boston",,
4,93818 Le 0D FP UGA AM,Real Estate,Boston,,93818 Le 0D FP UGA AM,,"93818 Le 0D FP UGA AM, Boston",,
4,"Martin Realty Co., 1368 Washington",Real Estate,Boston,"Martin Realty Co.,",1368 Washington,,"1368 Washington, Boston",45.5153672,-122.837946
4,"C. A. McIntosh Co., 648 Tremont building.",Real Estate,Boston,"C. A. McIntosh Co., 648 Tremont building.",, 648 Tremont building," 648 Tremont building, Boston",,
4,"L. T. McKenney, 120 Franklin",Real Estate,Boston,"L. T. McKenney,",120 Franklin,,"120 Franklin, Boston",38.13036931718241,-89.10461527600745
4,"J. H. McKenzle, 650 Shawmut ave.",Real Estate,Boston,"J. H. McKenzle,",650 Shawmut ave.,,"650 Shawmut ave., Boston",42.33524155220858,-71.08090105973929
4,"Thos, W. McQuaide Co., 101 Tremont",Real Estate,Boston,"Thos, W. McQuaide Co.,",101 Tremont,,"101 Tremont, Boston",42.3572206,-71.0610355
4,"John A. McPherson Co., Brighton",Real Estate,Boston,"John A. McPherson Co., Brighton",,,,,
4,"McPherson  Co., Brighton",Real Estate,Boston,"McPherson  Co., Brighton",,,,,
4,"James McTigue, Brighton",Real Estate,Boston,"James McTigue, Brighton",,,,,
4,"Patrick Meehan, Jamaica Plain",Real Estate,Boston,"Patrick Meehan, Jamaica Plain",,,,,
4,"Mercantile Wharf Corp., 88 Clinton",Real Estate,Boston,"Mercantile Wharf Corp.,",88 Clinton,,"88 Clinton, Boston",42.36083334021715,-71.05445858233999
4,"Wm. L. Mercer, 60 Schoo",Real Estate,Boston,"Wm. L. Mercer,",60 Schoo,,"60 Schoo, Boston",,
4,"Meredith  Grew, 15 Congress",Real Estate,Boston,"Meredith  Grew,",15 Congress,,"15 Congress, Boston",42.3583592,-71.0568266
4,"Walter . Merriam, Jamaica Plain",Real Estate,Boston,"Walter . Merriam, Jamaica Plain",,,,,
4,"C. EF. Meyer, Jamaica",Real Estate,Boston,"C. EF. Meyer, Jamaica",,,,,
4,"Edward B. Miles, 27 State",Real Estate,Boston,"Edward B. Miles,",27 State,,"27 State, Boston",,
4,"Robert F. Miller, 644 Tremont building.",Real Estate,Boston,"Robert F. Miller, 644 Tremont building.",, 644 Tremont building," 644 Tremont building, Boston",,
4,"Samuel 5. Miller, 949 Old South building.",Real Estate,Boston,"Samuel 5. Miller, 949 Old South building.",, 949 Old South building," 949 Old South building, Boston",,
4,"F. L. Millett, 628 -Tremont",Real Estate,Boston,"F. L. Millett,",628 -Tremont,,"628 -Tremont, Boston",42.3424383,-71.0743303
4,"0. A, Millet  Co., 57 Warren",Real Estate,Boston,,"0. A, Millet  Co., 57 Warren",,"0. A, Millet  Co., 57 Warren, Boston",,
4,"D. G. Mitchell, 1001 Tremont",Real Estate,Boston,"D. G. Mitchell,",1001 Tremont,,"1001 Tremont, Boston",42.336856,-71.085044
4,"James W. Mogan, E. Boston",Real Estate,Boston,"James W. Mogan, E. Boston",,,,,
4,"Robert M. Molineux, 60 State",Real Estate,Boston,"Robert M. Molineux,",60 State,,"60 State, Boston",,
4,"Monaton Rity Investing Corp., 35 Cong.",Real Estate,Boston,"Monaton Rity Investing Corp.,",35 Cong.,,"35 Cong., Boston",,
4,"Carl F. Monk, 50 State",Real Estate,Boston,"Carl F. Monk,",50 State,,"50 State, Boston",,
4,"H. B. Moody Land Co., 529 Old South building.",Real Estate,Boston,"H. B. Moody Land Co., 529 Old South building.",, 529 Old South building," 529 Old South building, Boston",,
4,"Chas. P. Mooney, 70 Kilby",Real Estate,Boston,"Chas. P. Mooney,",70 Kilby,,"70 Kilby, Boston",42.35773433333333,-71.055106
4,"E. B. Morrill, 18 Tremont",Real Estate,Boston,"E. B. Morrill,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
4,"M. L. Morrison, 34 School",Real Estate,Boston,"M. L. Morrison,",34 School,,"34 School, Boston",,
4,"J. H. Morse, 27 State",Real Estate,Boston,"J. H. Morse,",27 State,,"27 State, Boston",,
4,"Sylvanus G. Marse, 647 Tremont building.",Real Estate,Boston,"Sylvanus G. Marse, 647 Tremont building.",, 647 Tremont building," 647 Tremont building, Boston",,
4,"eorge W., Mudgett, 457 Dudley",Real Estate,Boston,"eorge W., Mudgett,",457 Dudley,,"457 Dudley, Boston",42.323823,-71.074102
4,"Peter J. Mullen, Jamaica Plain",Real Estate,Boston,"Peter J. Mullen, Jamaica Plain",,,,,
4,"Walter E. Mullett, Dorchester",Real Estate,Boston,"Walter E. Mullett, Dorchester",,,,,
4,"T, B. Munroe, 444 Tremont building.",Real Estate,Boston,"T, B. Munroe, 444 Tremont building.",, 444 Tremont building," 444 Tremont building, Boston",,
4,"Mutual Real Estate Co., Dorchester",Real Estate,Boston,"Mutual Real Estate Co., Dorchester",,,,,
4,"M. I. Mydans, 18 Tremont",Real Estate,Boston,"M. I. Mydans,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
4,"J. L. Nason, 408 Tremont building.",Real Estate,Boston,"J. L. Nason, 408 Tremont building.",, 408 Tremont building," 408 Tremont building, Boston",,
4,"Henry J. Nazro, 16 State",Real Estate,Boston,"Henry J. Nazro,",16 State,,"16 State, Boston",-37.8157151,145.0777572
4,"Herbert F. Nelson, 60 State",Real Estate,Boston,"Herbert F. Nelson,",60 State,,"60 State, Boston",,
4,"Israel Nesson, 101 Tremont",Real Estate,Boston,"Israel Nesson,",101 Tremont,,"101 Tremont, Boston",42.3572206,-71.0610355
4,"A. Neustadt, 361A Dudley",Real Estate,Boston,"A. Neustadt,",361A Dudley,,"361A Dudley, Boston",42.3290977,-71.0850876
4,"F A. Newell, 65 Warren ave.",Real Estate,Boston,"F A. Newell,",65 Warren ave.,,"65 Warren ave., Boston",42.25122708124501,-71.11569038270274
4,"Chas A. Newhall, 18 Tremont",Real Estate,Boston,"Chas A. Newhall,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
4,"Cheever Newhall, 18 Tremont",Real Estate,Boston,"Cheever Newhall,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
4,"Elbridge K. Newhall, 79 Milk",Real Estate,Boston,"Elbridge K. Newhall,",79 Milk,,"79 Milk, Boston",42.356922088235294,-71.05683888235295
4,"Newhall  Newhall, Brighton",Real Estate,Boston,"Newhall  Newhall, Brighton",,,,,
4,"Bewall E. Newman, 18 Tremont",Real Estate,Boston,"Bewall E. Newman,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
4,"Jobn CF. Newton, Jr. 15 Exchange",Real Estate,Boston,"Jobn CF. Newton, Jr.",15 Exchange,,"15 Exchange, Boston",,
4,"Alexander Nicholaon, 1006 Tremont",Real Estate,Boston,"Alexander Nicholaon,",1006 Tremont,,"1006 Tremont, Boston",42.3369849,-71.08444
4,"B. C. Nickerson, Jamaica Plain",Real Estate,Boston,"B. C. Nickerson, Jamaica Plain",,,,,
4,"J. W. Nightingale, 13 James",Real Estate,Boston,"J. W. Nightingale,",13 James,,"13 James, Boston",,
4,"J. Harris Niles, 60 State",Real Estate,Boston,"J. Harris Niles,",60 State,,"60 State, Boston",,
4,"L. V. Niles, 60 State",Real Estate,Boston,"L. V. Niles,",60 State,,"60 State, Boston",,
4,"Arthur J. Noble, Uphams Corner",Real Estate,Boston,"Arthur J. Noble, Uphams Corner",,,,,
4,"Noble  Myers, 588 Tremont",Real Estate,Boston,"Noble  Myers,",588 Tremont,,"588 Tremont, Boston",42.34308595,-71.0727722710314
4,"Northern Land Co., 101 Tremont",Real Estate,Boston,"Northern Land Co.,",101 Tremont,,"101 Tremont, Boston",42.3572206,-71.0610355
4,"Bennett Norwich, Dorchester",Real Estate,Boston,"Bennett Norwich, Dorchester",,,,,
4,"Frank A. Noyes, 713 Old South building.",Real Estate,Boston,"Frank A. Noyes, 713 Old South building.",, 713 Old South building," 713 Old South building, Boston",,
4,"Joshua T. owell, 42 Court",Real Estate,Boston,"Joshua T. owell,",42 Court,,"42 Court, Boston",,
4,"Geo. A. Nute, 3 W. Canton",Real Estate,Boston,"Geo. A. Nute,",3 W. Canton,,"3 W. Canton, Boston",42.34022909090909,-71.07191372727273
4,"Wm, Pease O’Brien, 84 Btate",Real Estate,Boston,"Wm, Pease O’Brien,",84 Btate,,"84 Btate, Boston",,
4,"Lionel BE. O’Hara, 40 Ames building.",Real Estate,Boston,"Lionel BE. O’Hara, 40 Ames building.",, 40 Ames building," 40 Ames building, Boston",,
4,"Jos. C. Kane, 216 Bowdoln. Dorchester",Real Estate,Boston,"Jos. C. Kane,",216 Bowdoln. Dorchester,,"216 Bowdoln. Dorchester, Boston",,
4,Thomas O'Neil. 433 Hanover,Real Estate,Boston,Thomas O'Neil.,433 Hanover,,"433 Hanover, Boston",42.3659304,-71.0527067
4,"Martin O'Shaughnessy, 565 Warren",Real Estate,Boston,"Martin O'Shaughnessy,",565 Warren,,"565 Warren, Boston",,
4,"A. T. Paddock, 262 Washington",Real Estate,Boston,"A. T. Paddock,",262 Washington,,"262 Washington, Boston",45.5153672,-122.837946
4,"Balley L. Page, Jamaica",Real Estate,Boston,"Balley L. Page, Jamaica",,,,,
4,"Frederick W. Paine, 28 State",Real Estate,Boston,"Frederick W. Paine,",28 State,,"28 State, Boston",42.0671435,-73.5291416
4,"Park Land Co., 15 School",Real Estate,Boston,"Park Land Co.,",15 School,,"15 School, Boston",,
4,"G. Frederick Parker, 21 Bromfield",Real Estate,Boston,"G. Frederick Parker,",21 Bromfield,,"21 Bromfield, Boston",42.35680445,-71.05981776209909
4,"o. 8. Parker, 28 Stato",Real Estate,Boston,o.,"8. Parker, 28 Stato",,"8. Parker, 28 Stato, Boston",,
4,"m. D. Parker, 40 State",Real Estate,Boston,"m. D. Parker,",40 State,,"40 State, Boston",42.2879799,-71.0955197
4,"Silas B. Parsons, Dorchester",Real Estate,Boston,"Silas B. Parsons, Dorchester",,,,,
4,"Partridge  Smith, 62 Tremont",Real Estate,Boston,"Partridge  Smith,",62 Tremont,,"62 Tremont, Boston",42.35014875,-71.17121555431208
4,"F. Alfred Patterson, 7 Walter",Real Estate,Boston,"F. Alfred Patterson,",7 Walter,,"7 Walter, Boston",,
4,"Wm. J. Paul, Dorchester Ge",Real Estate,Boston,"Wm. J. Paul, Dorchester Ge",,,,,
4,"G. W. Peckham, 262 Washington",Real Estate,Boston,"G. W. Peckham,",262 Washington,,"262 Washington, Boston",45.5153672,-122.837946
4,"Pelkey~Wallace Co., 101 Tremont",Real Estate,Boston,"Pelkey~Wallace Co.,",101 Tremont,,"101 Tremont, Boston",42.3572206,-71.0610355
4,"A. B. Pendleton, 18 Tremont",Real Estate,Boston,"A. B. Pendleton,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
4,"peabelle Pendleton, «9 Green",Real Estate,Boston,"peabelle Pendleton, «",9 Green,,"9 Green, Boston",42.288945,-71.0956472
4,D. Fenaycuter 16 State,Real Estate,Boston,D. Fenaycuter,16 State,,"16 State, Boston",-37.8157151,145.0777572
4,"four  6 Perkins, 77 Summer",Real Estate,Boston,four,"6 Perkins, 77 Summer",,"6 Perkins, 77 Summer, Boston",,
4,"Perry, 105 Summer",Real Estate,Boston,"Perry,",105 Summer,,"105 Summer, Boston",14.61150425,121.1755147
4,"Otls H. Perry, 929 Tremont building.",Real Estate,Boston,"Otls H. Perry, 929 Tremont building.",, 929 Tremont building," 929 Tremont building, Boston",,
4,"Rape D. Perry, 1134 Old South building.",Real Estate,Boston,"Rape D. Perry, 1134 Old South building.",, 1134 Old South building," 1134 Old South building, Boston",,
4,"Cc. Peters  Co., 10 Tremont",Real Estate,Boston,"Cc. Peters  Co.,",10 Tremont,,"10 Tremont, Boston",42.3588222,-71.0595746
4,"won  Peters, 1117 Tremont building.",Real Estate,Boston,"won  Peters, 1117 Tremont building.",, 1117 Tremont building," 1117 Tremont building, Boston",,
4,"K.  L. H, Phillipa, 161 Pearl",Real Estate,Boston,"K.  L. H, Phillipa,",161 Pearl,,"161 Pearl, Boston",,
4,"Thowies F. Phillipa, 1156 Tremont building.",Real Estate,Boston,"Thowies F. Phillipa, 1156 Tremont building.",, 1156 Tremont building," 1156 Tremont building, Boston",,
4,"A. P. Phinney, 2185 Washington",Real Estate,Boston,"A. P. Phinney,",2185 Washington,,"2185 Washington, Boston",45.5153672,-122.837946
4,"Phinney  Hill, 2414 Washington",Real Estate,Boston,"Phinney  Hill,",2414 Washington,,"2414 Washington, Boston",45.5153672,-122.837946
4,"J. B. ipps, 18 Tremont",Real Estate,Boston,"J. B. ipps,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
4,"Nathan Pinanski, 34 School",Real Estate,Boston,"Nathan Pinanski,",34 School,,"34 School, Boston",,
4,"Pinedale Park Land Co., 1080 Old S. building",Real Estate,Boston,"Pinedale Park Land Co., 1080 Old S. building",, building," building, Boston",,
4,"Fred B, Pond, 44 Humboldt ave.",Real Estate,Boston,"Fred B, Pond,",44 Humboldt ave.,,"44 Humboldt ave., Boston",42.3180575,-71.0861478
4,"Poole  Bigelow, 70 Kilby",Real Estate,Boston,"Poole  Bigelow,",70 Kilby,,"70 Kilby, Boston",42.35773433333333,-71.055106
4,"Clarence H. Poor, 85 Water",Real Estate,Boston,"Clarence H. Poor,",85 Water,,"85 Water, Boston",,
4,"Harris Poorin, 48 Tremont",Real Estate,Boston,"Harris Poorin,",48 Tremont,,"48 Tremont, Boston",42.35865194397904,-71.05983956442499
4,"Alex 8. Porter, 60 State",Real Estate,Boston,Alex,"8. Porter, 60 State",,"8. Porter, 60 State, Boston",,
4,"W. B. Porter, a Pemberton Square",Real Estate,Boston,"W. B. Porter, a Pemberton Square",,,,,
4,"Cc. EB. Powers  Co., Dorchester",Real Estate,Boston,"Cc. EB. Powers  Co., Dorchester",,,,,
4,"M. J. Powers, Dorchester",Real Estate,Boston,"M. J. Powers, Dorchester",,,,,
4,"Earl W. Pratt, 786 Washington",Real Estate,Boston,"Earl W. Pratt,",786 Washington,,"786 Washington, Boston",45.5153672,-122.837946
4,"Josiah F. Prescott, 209 Washington",Real Estate,Boston,"Josiah F. Prescott,",209 Washington,,"209 Washington, Boston",47.6380627,-122.352658
4,"Geo. A. Proctor, 85 Court",Real Estate,Boston,"Geo. A. Proctor,",85 Court,,"85 Court, Boston",,
4,"puer  Co., 28 School",Real Estate,Boston,"puer  Co.,",28 School,,"28 School, Boston",,
4,"H. M. Rambach, 18 Tremont",Real Estate,Boston,"H. M. Rambach,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
4,"Frank N, Rand, 27 State",Real Estate,Boston,"Frank N, Rand,",27 State,,"27 State, Boston",,
4,"Beverly Rantoul, 731 State Mut. building.",Real Estate,Boston,"Beverly Rantoul, 731 State Mut. building.",, building," building, Boston",,
4,Realty Investment Co. ie ene,Real Estate,Boston,Realty Investment Co. ie ene,,,,,
4,"Ralph W Ww. , Redding, 7 ‘Wat",Real Estate,Boston,"Ralph W Ww. , Redding,",7 ‘Wat,,"7 ‘Wat, Boston",,
4,dmond  Co.  85 Dexonanike,Real Estate,Boston,dmond  Co.,85 Dexonanike,,"85 Dexonanike, Boston",,
4,Jacob eevee 70 State,Real Estate,Boston,Jacob eevee,70 State,,"70 State, Boston",42.684560450000006,-78.76593268321099
4,"Geo. 8. Rice, 7 Water",Real Estate,Boston,Geo.,"8. Rice, 7 Water",,"8. Rice, 7 Water, Boston",,
4,"D. Bradley Rich  Co., 16 State",Real Estate,Boston,"D. Bradley Rich  Co.,",16 State,,"16 State, Boston",-37.8157151,145.0777572
4,"B. B. Richards, 75 Warren",Real Estate,Boston,"B. B. Richards,",75 Warren,,"75 Warren, Boston",42.34491215,-71.07289485000001
4,"EB.  HN. Richards, 114 State",Real Estate,Boston,"EB.  HN. Richards,",114 State,,"114 State, Boston",42.2858801,-71.09698515183277
4,"raarde Real Estate Co., 76 Warren",Real Estate,Boston,"raarde Real Estate Co.,",76 Warren,,"76 Warren, Boston",,
4,Ww. 8. a nen Allerton,Real Estate,Boston,Ww.,8. a nen Allerton,,"8. a nen Allerton, Boston",,
4,"Melbon . Richardson, 402 Sears building.",Real Estate,Boston,"Melbon . Richardson, 402 Sears building.",, 402 Sears building," 402 Sears building, Boston",,
4,"Malbon Gore Richardson, 50 Congrcss",Real Estate,Boston,"Malbon Gore Richardson,",50 Congrcss,,"50 Congrcss, Boston",,
4,"a, ney Co., 42 Court",Real Estate,Boston,"a, ney Co.,",42 Court,,"42 Court, Boston",,
4,"oO. erts, 700 Tremont Temple",Real Estate,Boston,"oO. erts,",700 Tremont Temple,,"700 Tremont Temple, Boston",,
4,"fesite M. Roberts, 79 Milk",Real Estate,Boston,"fesite M. Roberts,",79 Milk,,"79 Milk, Boston",42.356922088235294,-71.05683888235295
4,Raymond Roberts. 780 Tremont,Real Estate,Boston,Raymond Roberts.,780 Tremont,,"780 Tremont, Boston",42.3395170625,-71.08025231250001
4,"A. Arthur Robinson, 101 Tremont",Real Estate,Boston,"A. Arthur Robinson,",101 Tremont,,"101 Tremont, Boston",42.3572206,-71.0610355
4,"Hyman S. Robinson, 102 Brighton",Real Estate,Boston,"Hyman S. Robinson,",102 Brighton,,"102 Brighton, Boston",42.3541569,-71.16263548070515
4,"Rogers Bros., 314 Blue Hill ave.",Real Estate,Boston,"Rogers Bros.,",314 Blue Hill ave.,,"314 Blue Hill ave., Boston",42.3138214,-71.07908055825504
4,"Milton C. Rogers, 420 Tremont building.",Real Estate,Boston,"Milton C. Rogers, 420 Tremont building.",, 420 Tremont building," 420 Tremont building, Boston",,
4,"B. N. Rolland, Dorchester",Real Estate,Boston,"B. N. Rolland, Dorchester",,,,,
4,"8. Rosenbaum, 80 Cou",Real Estate,Boston,,"8. Rosenbaum, 80 Cou",,"8. Rosenbaum, 80 Cou, Boston",,
4,"Albert R. Rosenthal, O86 Old South building",Real Estate,Boston,"Albert R. Rosenthal, O86 Old South building",, O86 Old South building," O86 Old South building, Boston",,
4,"James Mason Rothwell, 107 Mass ave.",Real Estate,Boston,"James Mason Rothwell,",107 Mass ave.,,"107 Mass ave., Boston",42.31662045,-71.08718776809818
4,"R. Boughen, Charlestown",Real Estate,Boston,"R. Boughen, Charlestown",,,,,
4,"Leonard P, ‘Rounds, Dorchester",Real Estate,Boston,"Leonard P, ‘Rounds, Dorchester",,,,,
4,"Frankiin F, Roundy, 104 Ames building",Real Estate,Boston,"Frankiin F, Roundy, 104 Ames building",, 104 Ames building," 104 Ames building, Boston",,
4,"Joseph Rudnick, 43 Tremont",Real Estate,Boston,"Joseph Rudnick,",43 Tremont,,"43 Tremont, Boston",42.35872685192896,-71.05981455423954
4,"Rush  Co., Dorchester",Real Estate,Boston,"Rush  Co., Dorchester",,,,,
4,"Frank A. Russel], 606 Old South building.",Real Estate,Boston,"Frank A. Russel], 606 Old South building.",, 606 Old South building," 606 Old South building, Boston",,
4,"Harry J. Russell, 79 Milk",Real Estate,Boston,"Harry J. Russell,",79 Milk,,"79 Milk, Boston",42.356922088235294,-71.05683888235295
4,"James 8. Russell, 999 Worthington building",Real Estate,Boston,"James 8. Russell, 999 Worthington building",, 999 Worthington building," 999 Worthington building, Boston",,
4,"Leroy P. Ruas ell, 101_ Tremont",Real Estate,Boston,"Leroy P. Ruas ell,",101_ Tremont,,"101_ Tremont, Boston",42.3572206,-71.0610355
4,"R. F. Russell Co, 43 Tremont",Real Estate,Boston,"R. F. Russell Co,",43 Tremont,,"43 Tremont, Boston",42.35872685192896,-71.05981455423954
4,"Ryan Hicks  Co., 28 School",Real Estate,Boston,"Ryan Hicks  Co.,",28 School,,"28 School, Boston",,
4,"F. M. Sagaeod  Co., EB, Boaton",Real Estate,Boston,"F. M. Sagaeod  Co., EB, Boaton",,,,,
4,"St. Mary’s Mineral Land Co., 199 Was",Real Estate,Boston,"St. Mary’s Mineral Land Co.,",199 Was,,"199 Was, Boston",,
4,"Albert Sanford, 819 Exchange building.",Real Estate,Boston,"Albert Sanford, 819 Exchange building.",, 819 Exchange building," 819 Exchange building, Boston",,
4,"Gerald J. Savage, 687 Old South building.",Real Estate,Boston,"Gerald J. Savage, 687 Old South building.",, 687 Old South building," 687 Old South building, Boston",,
4,"Henry W. Savage, 129 Tremont",Real Estate,Boston,"Henry W. Savage,",129 Tremont,,"129 Tremont, Boston",42.3562819,-71.0619936
4,"Henry bg Savage, 7 Pemb. Bq.",Real Estate,Boston,"Henry bg Savage,",7 Pemb. Bq.,,"7 Pemb. Bq., Boston",,
4,"Albert H. Sawyer, 19 Pearl",Real Estate,Boston,"Albert H. Sawyer,",19 Pearl,,"19 Pearl, Boston",,
4,"Chas, N. Sawyer Co., Charlestown",Real Estate,Boston,"Chas, N. Sawyer Co., Charlestown",,,,,
4,"Cc. J. Scheffreen, 1019 Old South building",Real Estate,Boston,"Cc. J. Scheffreen, 1019 Old South building",, 1019 Old South building," 1019 Old South building, Boston",,
4,"Sno  Co., Dorthester",Real Estate,Boston,"Sno  Co., Dorthester",,,,,
4,"Up L. Schuyler, 16 Btate",Real Estate,Boston,"Up L. Schuyler,",16 Btate,,"16 Btate, Boston",,
4,"Max Schwartz, 808 Blue Hill ave.",Real Estate,Boston,"Max Schwartz,",808 Blue Hill ave.,,"808 Blue Hill ave., Boston",42.2970486,-71.08681755364648
4,"Ww. H. Beer  Co., 1 Glenwood Ter.",Real Estate,Boston,"Ww. H. Beer  Co.,",1 Glenwood Ter.,,"1 Glenwood Ter., Boston",,
4,"Joseph 3S. Seabury, 0 Kilby",Real Estate,Boston,Joseph,"3S. Seabury, 0 Kilby",,"3S. Seabury, 0 Kilby, Boston",,
4,"Seaver  Frost, 18 Tremont",Real Estate,Boston,"Seaver  Frost,",18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
4,"Securities Real Estate, 101 Tremont",Real Estate,Boston,"Securities Real Estate,",101 Tremont,,"101 Tremont, Boston",42.3572206,-71.0610355
4,"Loula Segel, 3864 Blue ‘HNL ave.",Real Estate,Boston,"Loula Segel,",3864 Blue ‘HNL ave.,,"3864 Blue ‘HNL ave., Boston",,
4,"Morris Seltzer, 340 Blue Hill ave.",Real Estate,Boston,"Morris Seltzer,",340 Blue Hill ave.,,"340 Blue Hill ave., Boston",42.3127187,-71.0798206
5,wBOSTON—Continued.,Real Estate,Boston,wBOSTON—Continued.,,,,,
5,Ira W. Shapira. 30 Court,Real Estate,Boston,Ira W. Shapira.,30 Court,,"30 Court, Boston",,
5,"J. Shapiro, Haat Boston",Real Estate,Boston,"J. Shapiro, Haat Boston",,,,,
5,"Sann  Hastman, W. Roxbury",Real Estate,Boston,"Sann  Hastman, W. Roxbury",,,,,
5,"Bdward Sharp, 837 Old South bls",Real Estate,Boston,"Bdward Sharp,",837 Old South bls,,"837 Old South bls, Boston",,
5,"Wm,  Edwin Sheafe, 153 Milk",Real Estate,Boston,"Wm,  Edwin Sheafe,",153 Milk,,"153 Milk, Boston",42.3577663,-71.0541584
5,Max Shoolman. 18 Tremont,Real Estate,Boston,Max Shoolman.,18 Tremont,,"18 Tremont, Boston",42.37655895,-71.05890117343729
5,"Max Silk, 1 Beacon",Real Estate,Boston,"Max Silk,",1 Beacon,,"1 Beacon, Boston",42.3584577,-71.06083827271257
